SCATS Number,Date,interval_id,time_of_day,traffic_volume,data_source
970,2006-10-01,50,12:30,220.0,original
970,2006-10-01,51,12:45,228.0,original
970,2006-10-01,52,13:00,234.0,original
970,2006-10-01,53,13:15,222.0,original
970,2006-10-01,54,13:30,205.0,original
970,2006-10-01,55,13:45,217.0,original
970,2006-10-01,56,14:00,241.0,original
970,2006-10-01,57,14:15,210.0,original
970,2006-10-01,58,14:30,204.0,original
970,2006-10-01,59,14:45,202.0,original
970,2006-10-01,60,15:00,206.0,original
970,2006-10-01,61,15:15,197.0,original
970,2006-10-01,62,15:30,207.0,original
970,2006-10-01,63,15:45,200.0,original
970,2006-10-01,64,16:00,198.0,original
970,2006-10-01,65,16:15,225.0,original
970,2006-10-01,66,16:30,222.0,original
970,2006-10-01,67,16:45,225.0,original
970,2006-10-01,68,17:00,228.0,original
970,2006-10-01,69,17:15,240.0,original
970,2006-10-01,70,17:30,216.0,original
970,2006-10-01,71,17:45,207.0,original
970,2006-10-01,72,18:00,190.0,original
970,2006-10-01,73,18:15,176.0,original
970,2006-10-01,74,18:30,154.0,original
970,2006-10-01,75,18:45,133.0,original
970,2006-10-01,76,19:00,133.0,original
970,2006-10-01,77,19:15,112.0,original
970,2006-10-01,78,19:30,107.0,original
970,2006-10-01,79,19:45,100.0,original
970,2006-10-01,80,20:00,95.0,original
970,2006-10-01,81,20:15,84.0,original
970,2006-10-01,82,20:30,78.0,original
970,2006-10-01,83,20:45,77.0,original
970,2006-10-01,84,21:00,95.0,original
970,2006-10-01,85,21:15,86.0,original
970,2006-10-01,86,21:30,75.0,original
970,2006-10-01,87,21:45,73.0,original
970,2006-10-01,88,22:00,65.0,original
970,2006-10-01,89,22:15,54.0,original
970,2006-10-01,90,22:30,50.0,original
970,2006-10-01,91,22:45,44.0,original
970,2006-10-01,92,23:00,39.0,original
970,2006-10-01,93,23:15,34.0,original
970,2006-10-01,94,23:30,27.0,original
970,2006-10-01,95,23:45,28.0,original
970,2006-10-02,0,00:00,22.0,original
970,2006-10-02,1,00:15,16.0,original
970,2006-10-02,2,00:30,12.0,original
970,2006-10-02,3,00:45,11.0,original
970,2006-10-02,4,01:00,10.0,original
970,2006-10-02,5,01:15,8.0,original
970,2006-10-02,6,01:30,6.0,original
970,2006-10-02,7,01:45,7.0,original
970,2006-10-02,8,02:00,8.0,original
970,2006-10-02,9,02:15,8.0,original
970,2006-10-02,10,02:30,7.0,original
970,2006-10-02,11,02:45,5.0,original
970,2006-10-02,12,03:00,4.0,original
970,2006-10-02,13,03:15,7.0,original
970,2006-10-02,14,03:30,7.0,original
970,2006-10-02,15,03:45,5.0,original
970,2006-10-02,16,04:00,7.0,original
970,2006-10-02,17,04:15,10.0,original
970,2006-10-02,18,04:30,13.0,original
970,2006-10-02,19,04:45,11.0,original
970,2006-10-02,20,05:00,16.0,original
970,2006-10-02,21,05:15,18.0,original
970,2006-10-02,22,05:30,29.0,original
970,2006-10-02,23,05:45,40.0,original
970,2006-10-02,24,06:00,52.0,original
970,2006-10-02,25,06:15,86.0,original
970,2006-10-02,26,06:30,133.0,original
970,2006-10-02,27,06:45,146.0,original
970,2006-10-02,28,07:00,191.0,original
970,2006-10-02,29,07:15,271.0,original
970,2006-10-02,30,07:30,295.0,original
970,2006-10-02,31,07:45,317.0,original
970,2006-10-02,32,08:00,329.0,original
970,2006-10-02,33,08:15,307.0,original
970,2006-10-02,34,08:30,321.0,original
970,2006-10-02,35,08:45,286.0,original
970,2006-10-02,36,09:00,242.0,original
970,2006-10-02,37,09:15,223.0,original
970,2006-10-02,38,09:30,207.0,original
970,2006-10-02,39,09:45,207.0,original
970,2006-10-02,40,10:00,185.0,original
970,2006-10-02,41,10:15,198.0,original
970,2006-10-02,42,10:30,197.0,original
970,2006-10-02,43,10:45,190.0,original
970,2006-10-02,44,11:00,182.0,original
970,2006-10-02,45,11:15,184.0,original
970,2006-10-02,46,11:30,189.0,original
970,2006-10-02,47,11:45,204.0,original
970,2006-10-02,48,12:00,208.0,original
970,2006-10-02,49,12:15,192.0,original
970,2006-10-02,50,12:30,186.0,original
970,2006-10-02,51,12:45,193.0,original
970,2006-10-02,52,13:00,188.0,original
970,2006-10-02,53,13:15,207.0,original
970,2006-10-02,54,13:30,203.0,original
970,2006-10-02,55,13:45,198.0,original
970,2006-10-02,56,14:00,202.0,original
970,2006-10-02,57,14:15,207.0,original
970,2006-10-02,58,14:30,214.0,original
970,2006-10-02,59,14:45,221.0,original
970,2006-10-02,60,15:00,224.0,original
970,2006-10-02,61,15:15,238.0,original
970,2006-10-02,62,15:30,245.0,original
970,2006-10-02,63,15:45,265.0,original
970,2006-10-02,64,16:00,276.0,original
970,2006-10-02,65,16:15,285.0,original
970,2006-10-02,66,16:30,274.0,original
970,2006-10-02,67,16:45,273.0,original
970,2006-10-02,68,17:00,276.0,original
970,2006-10-02,69,17:15,319.0,original
970,2006-10-02,70,17:30,308.0,original
970,2006-10-02,71,17:45,323.0,original
970,2006-10-02,72,18:00,275.0,original
970,2006-10-02,73,18:15,281.0,original
970,2006-10-02,74,18:30,225.0,original
970,2006-10-02,75,18:45,184.0,original
970,2006-10-02,76,19:00,185.0,original
970,2006-10-02,77,19:15,163.0,original
970,2006-10-02,78,19:30,140.0,original
970,2006-10-02,79,19:45,129.0,original
970,2006-10-02,80,20:00,111.0,original
970,2006-10-02,81,20:15,106.0,original
970,2006-10-02,82,20:30,100.0,original
970,2006-10-02,83,20:45,105.0,original
970,2006-10-02,84,21:00,93.0,original
970,2006-10-02,85,21:15,80.0,original
970,2006-10-02,86,21:30,80.0,original
970,2006-10-02,87,21:45,83.0,original
970,2006-10-02,88,22:00,80.0,original
970,2006-10-02,89,22:15,70.0,original
970,2006-10-02,90,22:30,53.0,original
970,2006-10-02,91,22:45,43.0,original
970,2006-10-02,92,23:00,48.0,original
970,2006-10-02,93,23:15,37.0,original
970,2006-10-02,94,23:30,34.0,original
970,2006-10-02,95,23:45,18.0,original
970,2006-10-03,0,00:00,16.0,original
970,2006-10-03,1,00:15,19.0,original
970,2006-10-03,2,00:30,15.0,original
970,2006-10-03,3,00:45,10.0,original
970,2006-10-03,4,01:00,9.0,original
970,2006-10-03,5,01:15,9.0,original
970,2006-10-03,6,01:30,8.0,original
970,2006-10-03,7,01:45,9.0,original
970,2006-10-03,8,02:00,8.0,original
970,2006-10-03,9,02:15,5.0,original
970,2006-10-03,10,02:30,7.0,original
970,2006-10-03,11,02:45,4.0,original
970,2006-10-03,12,03:00,5.0,original
970,2006-10-03,13,03:15,5.0,original
970,2006-10-03,14,03:30,7.0,original
970,2006-10-03,15,03:45,7.0,original
970,2006-10-03,16,04:00,8.0,original
970,2006-10-03,17,04:15,7.0,original
970,2006-10-03,18,04:30,12.0,original
970,2006-10-03,19,04:45,10.0,original
970,2006-10-03,20,05:00,14.0,original
970,2006-10-03,21,05:15,21.0,original
970,2006-10-03,22,05:30,31.0,original
970,2006-10-03,23,05:45,57.0,original
970,2006-10-03,24,06:00,69.0,original
970,2006-10-03,25,06:15,106.0,original
970,2006-10-03,26,06:30,142.0,original
970,2006-10-03,27,06:45,178.0,original
970,2006-10-03,28,07:00,221.0,original
970,2006-10-03,29,07:15,264.0,original
970,2006-10-03,30,07:30,307.0,original
970,2006-10-03,31,07:45,314.0,original
970,2006-10-03,32,08:00,322.0,original
970,2006-10-03,33,08:15,319.0,original
970,2006-10-03,34,08:30,318.0,original
970,2006-10-03,35,08:45,312.0,original
970,2006-10-03,36,09:00,273.0,original
970,2006-10-03,37,09:15,246.0,original
970,2006-10-03,38,09:30,240.0,original
970,2006-10-03,39,09:45,217.0,original
970,2006-10-03,40,10:00,201.0,original
970,2006-10-03,41,10:15,208.0,original
970,2006-10-03,42,10:30,215.0,original
970,2006-10-03,43,10:45,197.0,original
970,2006-10-03,44,11:00,205.0,original
970,2006-10-03,45,11:15,207.0,original
970,2006-10-03,46,11:30,205.0,original
970,2006-10-03,47,11:45,200.0,original
970,2006-10-03,48,12:00,213.0,original
970,2006-10-03,49,12:15,197.0,original
970,2006-10-03,50,12:30,212.0,original
970,2006-10-03,51,12:45,204.0,original
970,2006-10-03,52,13:00,205.0,original
970,2006-10-03,53,13:15,198.0,original
970,2006-10-03,54,13:30,210.0,original
970,2006-10-03,55,13:45,206.0,original
970,2006-10-03,56,14:00,210.0,original
970,2006-10-03,57,14:15,276.0,original
970,2006-10-03,58,14:30,218.0,original
970,2006-10-03,59,14:45,222.0,original
970,2006-10-03,60,15:00,250.0,original
970,2006-10-03,61,15:15,254.0,original
970,2006-10-03,62,15:30,253.0,original
970,2006-10-03,63,15:45,273.0,original
970,2006-10-03,64,16:00,294.0,original
970,2006-10-03,65,16:15,291.0,original
970,2006-10-03,66,16:30,300.0,original
970,2006-10-03,67,16:45,286.0,original
970,2006-10-03,68,17:00,303.0,original
970,2006-10-03,69,17:15,302.0,original
970,2006-10-03,70,17:30,315.0,original
970,2006-10-03,71,17:45,320.0,original
970,2006-10-03,72,18:00,295.0,original
970,2006-10-03,73,18:15,302.0,original
970,2006-10-03,74,18:30,246.0,original
970,2006-10-03,75,18:45,220.0,original
970,2006-10-03,76,19:00,204.0,original
970,2006-10-03,77,19:15,192.0,original
970,2006-10-03,78,19:30,147.0,original
970,2006-10-03,79,19:45,133.0,original
970,2006-10-03,80,20:00,127.0,original
970,2006-10-03,81,20:15,114.0,original
970,2006-10-03,82,20:30,104.0,original
970,2006-10-03,83,20:45,108.0,original
970,2006-10-03,84,21:00,109.0,original
970,2006-10-03,85,21:15,113.0,original
970,2006-10-03,86,21:30,100.0,original
970,2006-10-03,87,21:45,98.0,original
970,2006-10-03,88,22:00,87.0,original
970,2006-10-03,89,22:15,70.0,original
970,2006-10-03,90,22:30,74.0,original
970,2006-10-03,91,22:45,67.0,original
970,2006-10-03,92,23:00,58.0,original
970,2006-10-03,93,23:15,45.0,original
970,2006-10-03,94,23:30,34.0,original
970,2006-10-03,95,23:45,28.0,original
2000,2006-10-01,0,00:00,92.0,original
2000,2006-10-01,1,00:15,79.0,original
2000,2006-10-01,2,00:30,67.0,original
2000,2006-10-01,3,00:45,60.0,original
2000,2006-10-01,4,01:00,52.0,original
2000,2006-10-01,5,01:15,51.0,original
2000,2006-10-01,6,01:30,47.0,original
2000,2006-10-01,7,01:45,33.0,original
2000,2006-10-01,8,02:00,43.0,original
2000,2006-10-01,9,02:15,40.0,original
2000,2006-10-01,10,02:30,33.0,original
2000,2006-10-01,11,02:45,30.0,original
2000,2006-10-01,12,03:00,34.0,original
2000,2006-10-01,13,03:15,33.0,original
2000,2006-10-01,14,03:30,21.0,original
2000,2006-10-01,15,03:45,22.0,original
2000,2006-10-01,16,04:00,25.0,original
2000,2006-10-01,17,04:15,21.0,original
2000,2006-10-01,18,04:30,22.0,original
2000,2006-10-01,19,04:45,26.0,original
2000,2006-10-01,20,05:00,21.0,original
2000,2006-10-01,21,05:15,24.0,original
2000,2006-10-01,22,05:30,27.0,original
2000,2006-10-01,23,05:45,28.0,original
2000,2006-10-01,24,06:00,26.0,original
2000,2006-10-01,25,06:15,42.0,original
2000,2006-10-01,26,06:30,47.0,original
2000,2006-10-01,27,06:45,45.0,original
2000,2006-10-01,28,07:00,49.0,original
2000,2006-10-01,29,07:15,58.0,original
2000,2006-10-01,30,07:30,67.0,original
2000,2006-10-01,31,07:45,65.0,original
2000,2006-10-01,32,08:00,61.0,original
2000,2006-10-01,33,08:15,68.0,original
2000,2006-10-01,34,08:30,90.0,original
2000,2006-10-01,35,08:45,111.0,original
2000,2006-10-01,36,09:00,119.0,original
2000,2006-10-01,37,09:15,139.0,original
2000,2006-10-01,38,09:30,159.0,original
2000,2006-10-01,39,09:45,189.0,original
2000,2006-10-01,40,10:00,180.0,original
2000,2006-10-01,41,10:15,185.0,original
2000,2006-10-01,42,10:30,205.0,original
2000,2006-10-01,43,10:45,202.0,original
2000,2006-10-01,44,11:00,194.0,original
2000,2006-10-01,45,11:15,191.0,original
2000,2006-10-01,46,11:30,223.0,original
2000,2006-10-01,47,11:45,224.0,original
2000,2006-10-01,48,12:00,231.0,original
2000,2006-10-01,49,12:15,234.0,original
2000,2006-10-01,50,12:30,219.0,original
2000,2006-10-01,51,12:45,261.0,original
2000,2006-10-01,52,13:00,249.0,original
2000,2006-10-01,53,13:15,223.0,original
2000,2006-10-01,54,13:30,235.0,original
2000,2006-10-01,55,13:45,216.0,original
2000,2006-10-01,56,14:00,243.0,original
2000,2006-10-01,57,14:15,217.0,original
2000,2006-10-01,58,14:30,228.0,original
2000,2006-10-01,59,14:45,212.0,original
2000,2006-10-01,60,15:00,225.0,original
2000,2006-10-01,61,15:15,218.0,original
2000,2006-10-01,62,15:30,214.0,original
2000,2006-10-01,63,15:45,224.0,original
2000,2006-10-01,64,16:00,215.0,original
2000,2006-10-01,65,16:15,233.0,original
2000,2006-10-01,66,16:30,229.0,original
2000,2006-10-01,67,16:45,239.0,original
2000,2006-10-01,68,17:00,246.0,original
2000,2006-10-01,69,17:15,227.0,original
2000,2006-10-01,70,17:30,234.0,original
2000,2006-10-01,71,17:45,221.0,original
2000,2006-10-01,72,18:00,219.0,original
2000,2006-10-01,73,18:15,195.0,original
2000,2006-10-01,74,18:30,154.0,original
2000,2006-10-01,75,18:45,151.0,original
2000,2006-10-01,76,19:00,139.0,original
2000,2006-10-01,77,19:15,133.0,original
2000,2006-10-01,78,19:30,127.0,original
2000,2006-10-01,79,19:45,105.0,original
2000,2006-10-01,80,20:00,109.0,original
2000,2006-10-01,81,20:15,96.0,original
2000,2006-10-01,82,20:30,86.0,original
2000,2006-10-01,83,20:45,92.0,original
2000,2006-10-01,84,21:00,101.0,original
2000,2006-10-01,85,21:15,103.0,original
2000,2006-10-01,86,21:30,96.0,original
2000,2006-10-01,87,21:45,90.0,original
2000,2006-10-01,88,22:00,85.0,original
2000,2006-10-01,89,22:15,72.0,original
2000,2006-10-01,90,22:30,73.0,original
2000,2006-10-01,91,22:45,56.0,original
2000,2006-10-01,92,23:00,52.0,original
2000,2006-10-01,93,23:15,48.0,original
2000,2006-10-01,94,23:30,39.0,original
2000,2006-10-01,95,23:45,35.0,original
2000,2006-10-02,0,00:00,34.0,original
2000,2006-10-02,1,00:15,28.0,original
2000,2006-10-02,2,00:30,21.0,original
2000,2006-10-02,3,00:45,15.0,original
2000,2006-10-02,4,01:00,18.0,original
2000,2006-10-02,5,01:15,11.0,original
2000,2006-10-02,6,01:30,10.0,original
2000,2006-10-02,7,01:45,10.0,original
2000,2006-10-02,8,02:00,9.0,original
2000,2006-10-02,9,02:15,11.0,original
2000,2006-10-02,10,02:30,15.0,original
2000,2006-10-02,11,02:45,8.0,original
2000,2006-10-02,12,03:00,7.0,original
2000,2006-10-02,13,03:15,7.0,original
2000,2006-10-02,14,03:30,9.0,original
2000,2006-10-02,15,03:45,10.0,original
2000,2006-10-02,16,04:00,12.0,original
2000,2006-10-02,17,04:15,12.0,original
2000,2006-10-02,18,04:30,11.0,original
2000,2006-10-02,19,04:45,22.0,original
2000,2006-10-02,20,05:00,20.0,original
2000,2006-10-02,21,05:15,36.0,original
2000,2006-10-02,22,05:30,44.0,original
2000,2006-10-02,23,05:45,56.0,original
2000,2006-10-02,24,06:00,76.0,original
2000,2006-10-02,25,06:15,119.0,original
2000,2006-10-02,26,06:30,170.0,original
2000,2006-10-02,27,06:45,189.0,original
2000,2006-10-02,28,07:00,234.0,original
2000,2006-10-02,29,07:15,311.0,original
2000,2006-10-02,30,07:30,316.0,original
2000,2006-10-02,31,07:45,349.0,original
2000,2006-10-02,32,08:00,319.0,original
2000,2006-10-02,33,08:15,332.0,original
2000,2006-10-02,34,08:30,304.0,original
2000,2006-10-02,35,08:45,292.0,original
2000,2006-10-02,36,09:00,244.0,original
2000,2006-10-02,37,09:15,219.0,original
2000,2006-10-02,38,09:30,217.0,original
2000,2006-10-02,39,09:45,206.0,original
2000,2006-10-02,40,10:00,203.0,original
2000,2006-10-02,41,10:15,202.0,original
2000,2006-10-02,42,10:30,192.0,original
2000,2006-10-02,43,10:45,209.0,original
2000,2006-10-02,44,11:00,190.0,original
2000,2006-10-02,45,11:15,198.0,original
2000,2006-10-02,46,11:30,203.0,original
2000,2006-10-02,47,11:45,210.0,original
2000,2006-10-02,48,12:00,210.0,original
2000,2006-10-02,49,12:15,198.0,original
2000,2006-10-02,50,12:30,186.0,original
2000,2006-10-02,51,12:45,197.0,original
2000,2006-10-02,52,13:00,197.0,original
2000,2006-10-02,53,13:15,213.0,original
2000,2006-10-02,54,13:30,210.0,original
2000,2006-10-02,55,13:45,191.0,original
2000,2006-10-02,56,14:00,200.0,original
2000,2006-10-02,57,14:15,208.0,original
2000,2006-10-02,58,14:30,219.0,original
2000,2006-10-02,59,14:45,216.0,original
2000,2006-10-02,60,15:00,220.0,original
2000,2006-10-02,61,15:15,229.0,original
2000,2006-10-02,62,15:30,240.0,original
2000,2006-10-02,63,15:45,255.0,original
2000,2006-10-02,64,16:00,279.0,original
2000,2006-10-02,65,16:15,286.0,original
2000,2006-10-02,66,16:30,298.0,original
2000,2006-10-02,67,16:45,289.0,original
2000,2006-10-02,68,17:00,293.0,original
2000,2006-10-02,69,17:15,328.0,original
2000,2006-10-02,70,17:30,331.0,original
2000,2006-10-02,71,17:45,318.0,original
2000,2006-10-02,72,18:00,311.0,original
2000,2006-10-02,73,18:15,293.0,original
2000,2006-10-02,74,18:30,249.0,original
2000,2006-10-02,75,18:45,210.0,original
2000,2006-10-02,76,19:00,194.0,original
2000,2006-10-02,77,19:15,178.0,original
2000,2006-10-02,78,19:30,160.0,original
2000,2006-10-02,79,19:45,146.0,original
2000,2006-10-02,80,20:00,134.0,original
2000,2006-10-02,81,20:15,123.0,original
2000,2006-10-02,82,20:30,112.0,original
2000,2006-10-02,83,20:45,114.0,original
2000,2006-10-02,84,21:00,106.0,original
2000,2006-10-02,85,21:15,100.0,original
2000,2006-10-02,86,21:30,99.0,original
2000,2006-10-02,87,21:45,108.0,original
2000,2006-10-02,88,22:00,91.0,original
2000,2006-10-02,89,22:15,84.0,original
2000,2006-10-02,90,22:30,76.0,original
2000,2006-10-02,91,22:45,59.0,original
2000,2006-10-02,92,23:00,58.0,original
2000,2006-10-02,93,23:15,48.0,original
2000,2006-10-02,94,23:30,46.0,original
2000,2006-10-02,95,23:45,32.0,original
2000,2006-10-03,0,00:00,25.0,original
2000,2006-10-03,1,00:15,24.0,original
2000,2006-10-03,2,00:30,18.0,original
2000,2006-10-03,3,00:45,11.0,original
2000,2006-10-03,4,01:00,13.0,original
2000,2006-10-03,5,01:15,15.0,original
2000,2006-10-03,6,01:30,9.0,original
2000,2006-10-03,7,01:45,11.0,original
2000,2006-10-03,8,02:00,10.0,original
2000,2006-10-03,9,02:15,9.0,original
2000,2006-10-03,10,02:30,10.0,original
2000,2006-10-03,11,02:45,7.0,original
2000,2006-10-03,12,03:00,8.0,original
2000,2006-10-03,13,03:15,8.0,original
2000,2006-10-03,14,03:30,8.0,original
2000,2006-10-03,15,03:45,8.0,original
2000,2006-10-03,16,04:00,7.0,original
2000,2006-10-03,17,04:15,10.0,original
2000,2006-10-03,18,04:30,14.0,original
2000,2006-10-03,19,04:45,15.0,original
2000,2006-10-03,20,05:00,19.0,original
2000,2006-10-03,21,05:15,34.0,original
2000,2006-10-03,22,05:30,53.0,original
2000,2006-10-03,23,05:45,69.0,original
2000,2006-10-03,24,06:00,99.0,original
2000,2006-10-03,25,06:15,153.0,original
2000,2006-10-03,26,06:30,212.0,original
2000,2006-10-03,27,06:45,225.0,original
2000,2006-10-03,28,07:00,271.0,original
2000,2006-10-03,29,07:15,291.0,original
2000,2006-10-03,30,07:30,323.0,original
2000,2006-10-03,31,07:45,334.0,original
2000,2006-10-03,32,08:00,337.0,original
2000,2006-10-03,33,08:15,331.0,original
2000,2006-10-03,34,08:30,320.0,original
2000,2006-10-03,35,08:45,298.0,original
2000,2006-10-03,36,09:00,297.0,original
2000,2006-10-03,37,09:15,259.0,original
2000,2006-10-03,38,09:30,245.0,original
2000,2006-10-03,39,09:45,235.0,original
2000,2006-10-03,40,10:00,214.0,original
2000,2006-10-03,41,10:15,211.0,original
2000,2006-10-03,42,10:30,210.0,original
2000,2006-10-03,43,10:45,202.0,original
2000,2006-10-03,44,11:00,195.0,original
2000,2006-10-03,45,11:15,201.0,original
2000,2006-10-03,46,11:30,205.0,original
2000,2006-10-03,47,11:45,218.0,original
2000,2006-10-03,48,12:00,196.0,original
2000,2006-10-03,49,12:15,211.0,original
2000,2006-10-03,50,12:30,210.0,original
2000,2006-10-03,51,12:45,199.0,original
2000,2006-10-03,52,13:00,208.0,original
2000,2006-10-03,53,13:15,211.0,original
2000,2006-10-03,54,13:30,218.0,original
2000,2006-10-03,55,13:45,212.0,original
2000,2006-10-03,56,14:00,209.0,original
2000,2006-10-03,57,14:15,286.0,original
2000,2006-10-03,58,14:30,215.0,original
2000,2006-10-03,59,14:45,221.0,original
2000,2006-10-03,60,15:00,246.0,original
2000,2006-10-03,61,15:15,243.0,original
2000,2006-10-03,62,15:30,248.0,original
2000,2006-10-03,63,15:45,252.0,original
2000,2006-10-03,64,16:00,283.0,original
2000,2006-10-03,65,16:15,287.0,original
2000,2006-10-03,66,16:30,314.0,original
2000,2006-10-03,67,16:45,314.0,original
2000,2006-10-03,68,17:00,323.0,original
2000,2006-10-03,69,17:15,320.0,original
2000,2006-10-03,70,17:30,322.0,original
2000,2006-10-03,71,17:45,321.0,original
2000,2006-10-03,72,18:00,329.0,original
2000,2006-10-03,73,18:15,303.0,original
2000,2006-10-03,74,18:30,289.0,original
2000,2006-10-03,75,18:45,231.0,original
2000,2006-10-03,76,19:00,216.0,original
2000,2006-10-03,77,19:15,196.0,original
2000,2006-10-03,78,19:30,180.0,original
2000,2006-10-03,79,19:45,159.0,original
2000,2006-10-03,80,20:00,141.0,original
2000,2006-10-03,81,20:15,133.0,original
2000,2006-10-03,82,20:30,127.0,original
2000,2006-10-03,83,20:45,119.0,original
2000,2006-10-03,84,21:00,132.0,original
2000,2006-10-03,85,21:15,134.0,original
2000,2006-10-03,86,21:30,107.0,original
2000,2006-10-03,87,21:45,130.0,original
2000,2006-10-03,88,22:00,109.0,original
2000,2006-10-03,89,22:15,91.0,original
2000,2006-10-03,90,22:30,91.0,original
2000,2006-10-03,91,22:45,78.0,original
2000,2006-10-03,92,23:00,73.0,original
2000,2006-10-03,93,23:15,63.0,original
2000,2006-10-03,94,23:30,47.0,original
2000,2006-10-03,95,23:45,43.0,original
2200,2006-10-01,0,00:00,37.0,original
2200,2006-10-01,1,00:15,33.0,original
2200,2006-10-01,2,00:30,29.0,original
2200,2006-10-01,3,00:45,24.0,original
2200,2006-10-01,4,01:00,22.0,original
2200,2006-10-01,5,01:15,19.0,original
2200,2006-10-01,6,01:30,19.0,original
2200,2006-10-01,7,01:45,17.0,original
2200,2006-10-01,8,02:00,12.0,original
2200,2006-10-01,9,02:15,10.0,original
2200,2006-10-01,10,02:30,8.0,original
2200,2006-10-01,11,02:45,10.0,original
2200,2006-10-01,12,03:00,9.0,original
2200,2006-10-01,13,03:15,8.0,original
2200,2006-10-01,14,03:30,10.0,original
2200,2006-10-01,15,03:45,8.0,original
2200,2006-10-01,16,04:00,8.0,original
2200,2006-10-01,17,04:15,6.0,original
2200,2006-10-01,18,04:30,6.0,original
2200,2006-10-01,19,04:45,5.0,original
2200,2006-10-01,20,05:00,5.0,original
2200,2006-10-01,21,05:15,8.0,original
2200,2006-10-01,22,05:30,7.0,original
2200,2006-10-01,23,05:45,7.0,original
2200,2006-10-01,24,06:00,8.0,original
2200,2006-10-01,25,06:15,14.0,original
2200,2006-10-01,26,06:30,16.0,original
2200,2006-10-01,27,06:45,14.0,original
2200,2006-10-01,28,07:00,19.0,original
2200,2006-10-01,29,07:15,19.0,original
2200,2006-10-01,30,07:30,26.0,original
2200,2006-10-01,31,07:45,26.0,original
2200,2006-10-01,32,08:00,32.0,original
2200,2006-10-01,33,08:15,31.0,original
2200,2006-10-01,34,08:30,38.0,original
2200,2006-10-01,35,08:45,56.0,original
2200,2006-10-01,36,09:00,68.0,original
2200,2006-10-01,37,09:15,63.0,original
2200,2006-10-01,38,09:30,82.0,original
2200,2006-10-01,39,09:45,83.0,original
2200,2006-10-01,40,10:00,86.0,original
2200,2006-10-01,41,10:15,101.0,original
2200,2006-10-01,42,10:30,102.0,original
2200,2006-10-01,43,10:45,95.0,original
2200,2006-10-01,44,11:00,102.0,original
2200,2006-10-01,45,11:15,97.0,original
2200,2006-10-01,46,11:30,117.0,original
2200,2006-10-01,47,11:45,124.0,original
2200,2006-10-01,48,12:00,117.0,original
2200,2006-10-01,49,12:15,118.0,original
2200,2006-10-01,50,12:30,123.0,original
2200,2006-10-01,51,12:45,113.0,original
2200,2006-10-01,52,13:00,112.0,original
2200,2006-10-01,53,13:15,118.0,original
2200,2006-10-01,54,13:30,128.0,original
2200,2006-10-01,55,13:45,117.0,original
2200,2006-10-01,56,14:00,116.0,original
2200,2006-10-01,57,14:15,122.0,original
2200,2006-10-01,58,14:30,111.0,original
2200,2006-10-01,59,14:45,111.0,original
2200,2006-10-01,60,15:00,119.0,original
2200,2006-10-01,61,15:15,116.0,original
2200,2006-10-01,62,15:30,114.0,original
2200,2006-10-01,63,15:45,123.0,original
2200,2006-10-01,64,16:00,120.0,original
2200,2006-10-01,65,16:15,114.0,original
2200,2006-10-01,66,16:30,120.0,original
2200,2006-10-01,67,16:45,124.0,original
2200,2006-10-01,68,17:00,130.0,original
2200,2006-10-01,69,17:15,117.0,original
