SCATS Number,target_date,target_interval,target_time,target_date_obj
3126,2006-10-19,14,03:30,2006-10-19
3126,2006-10-19,15,03:45,2006-10-19
3126,2006-10-19,16,04:00,2006-10-19
3126,2006-10-19,17,04:15,2006-10-19
3126,2006-10-19,18,04:30,2006-10-19
3126,2006-10-19,19,04:45,2006-10-19
3126,2006-10-19,20,05:00,2006-10-19
3126,2006-10-19,21,05:15,2006-10-19
3126,2006-10-19,22,05:30,2006-10-19
3126,2006-10-19,23,05:45,2006-10-19
3126,2006-10-19,24,06:00,2006-10-19
3126,2006-10-19,25,06:15,2006-10-19
3126,2006-10-19,26,06:30,2006-10-19
3126,2006-10-19,27,06:45,2006-10-19
3126,2006-10-19,28,07:00,2006-10-19
3126,2006-10-19,29,07:15,2006-10-19
3126,2006-10-19,30,07:30,2006-10-19
3126,2006-10-19,31,07:45,2006-10-19
3126,2006-10-19,32,08:00,2006-10-19
3126,2006-10-19,33,08:15,2006-10-19
3126,2006-10-19,34,08:30,2006-10-19
3126,2006-10-19,35,08:45,2006-10-19
3126,2006-10-19,36,09:00,2006-10-19
3126,2006-10-19,37,09:15,2006-10-19
3126,2006-10-19,38,09:30,2006-10-19
3126,2006-10-19,39,09:45,2006-10-19
3126,2006-10-19,40,10:00,2006-10-19
3126,2006-10-19,41,10:15,2006-10-19
3126,2006-10-19,42,10:30,2006-10-19
3126,2006-10-19,43,10:45,2006-10-19
3126,2006-10-19,44,11:00,2006-10-19
3126,2006-10-19,45,11:15,2006-10-19
3126,2006-10-19,46,11:30,2006-10-19
3126,2006-10-19,47,11:45,2006-10-19
3126,2006-10-19,48,12:00,2006-10-19
3126,2006-10-19,49,12:15,2006-10-19
3126,2006-10-19,50,12:30,2006-10-19
3126,2006-10-19,51,12:45,2006-10-19
3126,2006-10-19,52,13:00,2006-10-19
3126,2006-10-19,53,13:15,2006-10-19
3126,2006-10-19,54,13:30,2006-10-19
3126,2006-10-19,55,13:45,2006-10-19
3126,2006-10-19,56,14:00,2006-10-19
3126,2006-10-19,57,14:15,2006-10-19
3126,2006-10-19,58,14:30,2006-10-19
3126,2006-10-19,59,14:45,2006-10-19
3126,2006-10-19,60,15:00,2006-10-19
3126,2006-10-19,61,15:15,2006-10-19
3126,2006-10-19,62,15:30,2006-10-19
3126,2006-10-19,63,15:45,2006-10-19
3126,2006-10-19,64,16:00,2006-10-19
3126,2006-10-19,65,16:15,2006-10-19
3126,2006-10-19,66,16:30,2006-10-19
3126,2006-10-19,67,16:45,2006-10-19
3126,2006-10-19,68,17:00,2006-10-19
3126,2006-10-19,69,17:15,2006-10-19
3126,2006-10-19,70,17:30,2006-10-19
3126,2006-10-19,71,17:45,2006-10-19
3126,2006-10-19,72,18:00,2006-10-19
3126,2006-10-19,73,18:15,2006-10-19
3126,2006-10-19,74,18:30,2006-10-19
3126,2006-10-19,75,18:45,2006-10-19
3126,2006-10-19,76,19:00,2006-10-19
3126,2006-10-19,77,19:15,2006-10-19
3126,2006-10-19,78,19:30,2006-10-19
3126,2006-10-19,79,19:45,2006-10-19
3126,2006-10-19,80,20:00,2006-10-19
3126,2006-10-19,81,20:15,2006-10-19
3126,2006-10-19,82,20:30,2006-10-19
3126,2006-10-19,83,20:45,2006-10-19
3126,2006-10-19,84,21:00,2006-10-19
3126,2006-10-19,85,21:15,2006-10-19
3126,2006-10-19,86,21:30,2006-10-19
3126,2006-10-19,87,21:45,2006-10-19
3126,2006-10-19,88,22:00,2006-10-19
3126,2006-10-19,89,22:15,2006-10-19
3126,2006-10-19,90,22:30,2006-10-19
3126,2006-10-19,91,22:45,2006-10-19
3126,2006-10-19,92,23:00,2006-10-19
3126,2006-10-19,93,23:15,2006-10-19
3126,2006-10-19,94,23:30,2006-10-19
3126,2006-10-19,95,23:45,2006-10-19
3126,2006-10-20,0,00:00,2006-10-20
3126,2006-10-20,1,00:15,2006-10-20
3126,2006-10-20,2,00:30,2006-10-20
3126,2006-10-20,3,00:45,2006-10-20
3126,2006-10-20,4,01:00,2006-10-20
3126,2006-10-20,5,01:15,2006-10-20
3126,2006-10-20,6,01:30,2006-10-20
3126,2006-10-20,7,01:45,2006-10-20
3126,2006-10-20,8,02:00,2006-10-20
3126,2006-10-20,9,02:15,2006-10-20
3126,2006-10-20,10,02:30,2006-10-20
3126,2006-10-20,11,02:45,2006-10-20
3126,2006-10-20,12,03:00,2006-10-20
3126,2006-10-20,13,03:15,2006-10-20
3126,2006-10-20,14,03:30,2006-10-20
3126,2006-10-20,15,03:45,2006-10-20
3126,2006-10-20,16,04:00,2006-10-20
3126,2006-10-20,17,04:15,2006-10-20
3126,2006-10-20,18,04:30,2006-10-20
3126,2006-10-20,19,04:45,2006-10-20
3126,2006-10-20,20,05:00,2006-10-20
3126,2006-10-20,21,05:15,2006-10-20
3126,2006-10-20,22,05:30,2006-10-20
3126,2006-10-20,23,05:45,2006-10-20
3126,2006-10-20,24,06:00,2006-10-20
3126,2006-10-20,25,06:15,2006-10-20
3126,2006-10-20,26,06:30,2006-10-20
3126,2006-10-20,27,06:45,2006-10-20
3126,2006-10-20,28,07:00,2006-10-20
3126,2006-10-20,29,07:15,2006-10-20
3126,2006-10-20,30,07:30,2006-10-20
3126,2006-10-20,31,07:45,2006-10-20
3126,2006-10-20,32,08:00,2006-10-20
3126,2006-10-20,33,08:15,2006-10-20
3126,2006-10-20,34,08:30,2006-10-20
3126,2006-10-20,35,08:45,2006-10-20
3126,2006-10-20,36,09:00,2006-10-20
3126,2006-10-20,37,09:15,2006-10-20
3126,2006-10-20,38,09:30,2006-10-20
3126,2006-10-20,39,09:45,2006-10-20
3126,2006-10-20,40,10:00,2006-10-20
3126,2006-10-20,41,10:15,2006-10-20
3126,2006-10-20,42,10:30,2006-10-20
3126,2006-10-20,43,10:45,2006-10-20
3126,2006-10-20,44,11:00,2006-10-20
3126,2006-10-20,45,11:15,2006-10-20
3126,2006-10-20,46,11:30,2006-10-20
3126,2006-10-20,47,11:45,2006-10-20
3126,2006-10-20,48,12:00,2006-10-20
3126,2006-10-20,49,12:15,2006-10-20
3126,2006-10-20,50,12:30,2006-10-20
3126,2006-10-20,51,12:45,2006-10-20
3126,2006-10-20,52,13:00,2006-10-20
3126,2006-10-20,53,13:15,2006-10-20
3126,2006-10-20,54,13:30,2006-10-20
3126,2006-10-20,55,13:45,2006-10-20
3126,2006-10-20,56,14:00,2006-10-20
3126,2006-10-20,57,14:15,2006-10-20
3126,2006-10-20,58,14:30,2006-10-20
3126,2006-10-20,59,14:45,2006-10-20
3126,2006-10-20,60,15:00,2006-10-20
3126,2006-10-20,61,15:15,2006-10-20
3126,2006-10-20,62,15:30,2006-10-20
3126,2006-10-20,63,15:45,2006-10-20
3126,2006-10-20,64,16:00,2006-10-20
3126,2006-10-20,65,16:15,2006-10-20
3126,2006-10-20,66,16:30,2006-10-20
3126,2006-10-20,67,16:45,2006-10-20
3126,2006-10-20,68,17:00,2006-10-20
3126,2006-10-20,69,17:15,2006-10-20
3126,2006-10-20,70,17:30,2006-10-20
3126,2006-10-20,71,17:45,2006-10-20
3126,2006-10-20,72,18:00,2006-10-20
3126,2006-10-20,73,18:15,2006-10-20
3126,2006-10-20,74,18:30,2006-10-20
3126,2006-10-20,75,18:45,2006-10-20
3126,2006-10-20,76,19:00,2006-10-20
3126,2006-10-20,77,19:15,2006-10-20
3126,2006-10-20,78,19:30,2006-10-20
3126,2006-10-20,79,19:45,2006-10-20
3126,2006-10-20,80,20:00,2006-10-20
3126,2006-10-20,81,20:15,2006-10-20
3126,2006-10-20,82,20:30,2006-10-20
3126,2006-10-20,83,20:45,2006-10-20
3126,2006-10-20,84,21:00,2006-10-20
3126,2006-10-20,85,21:15,2006-10-20
3126,2006-10-20,86,21:30,2006-10-20
3126,2006-10-20,87,21:45,2006-10-20
3126,2006-10-20,88,22:00,2006-10-20
3126,2006-10-20,89,22:15,2006-10-20
3126,2006-10-20,90,22:30,2006-10-20
3126,2006-10-20,91,22:45,2006-10-20
3126,2006-10-20,92,23:00,2006-10-20
3126,2006-10-20,93,23:15,2006-10-20
3126,2006-10-20,94,23:30,2006-10-20
3126,2006-10-20,95,23:45,2006-10-20
3126,2006-10-21,0,00:00,2006-10-21
3126,2006-10-21,1,00:15,2006-10-21
3126,2006-10-21,2,00:30,2006-10-21
3126,2006-10-21,3,00:45,2006-10-21
3126,2006-10-21,4,01:00,2006-10-21
3126,2006-10-21,5,01:15,2006-10-21
3126,2006-10-21,6,01:30,2006-10-21
3126,2006-10-21,7,01:45,2006-10-21
3126,2006-10-21,8,02:00,2006-10-21
3126,2006-10-21,9,02:15,2006-10-21
3126,2006-10-21,10,02:30,2006-10-21
3126,2006-10-21,11,02:45,2006-10-21
3126,2006-10-21,12,03:00,2006-10-21
3126,2006-10-21,13,03:15,2006-10-21
3126,2006-10-21,14,03:30,2006-10-21
3126,2006-10-21,15,03:45,2006-10-21
3126,2006-10-21,16,04:00,2006-10-21
3126,2006-10-21,17,04:15,2006-10-21
3126,2006-10-21,18,04:30,2006-10-21
3126,2006-10-21,19,04:45,2006-10-21
3126,2006-10-21,20,05:00,2006-10-21
3126,2006-10-21,21,05:15,2006-10-21
3126,2006-10-21,22,05:30,2006-10-21
3126,2006-10-21,23,05:45,2006-10-21
3126,2006-10-21,24,06:00,2006-10-21
3126,2006-10-21,25,06:15,2006-10-21
3126,2006-10-21,26,06:30,2006-10-21
3126,2006-10-21,27,06:45,2006-10-21
3126,2006-10-21,28,07:00,2006-10-21
3126,2006-10-21,29,07:15,2006-10-21
3126,2006-10-21,30,07:30,2006-10-21
3126,2006-10-21,31,07:45,2006-10-21
3126,2006-10-21,32,08:00,2006-10-21
3126,2006-10-21,33,08:15,2006-10-21
3126,2006-10-21,34,08:30,2006-10-21
3126,2006-10-21,35,08:45,2006-10-21
3126,2006-10-21,36,09:00,2006-10-21
3126,2006-10-21,37,09:15,2006-10-21
3126,2006-10-21,38,09:30,2006-10-21
3126,2006-10-21,39,09:45,2006-10-21
3126,2006-10-21,40,10:00,2006-10-21
3126,2006-10-21,41,10:15,2006-10-21
3126,2006-10-21,42,10:30,2006-10-21
3126,2006-10-21,43,10:45,2006-10-21
3126,2006-10-21,44,11:00,2006-10-21
3126,2006-10-21,45,11:15,2006-10-21
3126,2006-10-21,46,11:30,2006-10-21
3126,2006-10-21,47,11:45,2006-10-21
3126,2006-10-21,48,12:00,2006-10-21
3126,2006-10-21,49,12:15,2006-10-21
3126,2006-10-21,50,12:30,2006-10-21
3126,2006-10-21,51,12:45,2006-10-21
3126,2006-10-21,52,13:00,2006-10-21
3126,2006-10-21,53,13:15,2006-10-21
3126,2006-10-21,54,13:30,2006-10-21
3126,2006-10-21,55,13:45,2006-10-21
3126,2006-10-21,56,14:00,2006-10-21
3126,2006-10-21,57,14:15,2006-10-21
3126,2006-10-21,58,14:30,2006-10-21
3126,2006-10-21,59,14:45,2006-10-21
3126,2006-10-21,60,15:00,2006-10-21
3126,2006-10-21,61,15:15,2006-10-21
3126,2006-10-21,62,15:30,2006-10-21
3126,2006-10-21,63,15:45,2006-10-21
3126,2006-10-21,64,16:00,2006-10-21
3126,2006-10-21,65,16:15,2006-10-21
3126,2006-10-21,66,16:30,2006-10-21
3126,2006-10-21,67,16:45,2006-10-21
3126,2006-10-21,68,17:00,2006-10-21
3126,2006-10-21,69,17:15,2006-10-21
3126,2006-10-21,70,17:30,2006-10-21
3126,2006-10-21,71,17:45,2006-10-21
3126,2006-10-21,72,18:00,2006-10-21
3126,2006-10-21,73,18:15,2006-10-21
3126,2006-10-21,74,18:30,2006-10-21
3126,2006-10-21,75,18:45,2006-10-21
3126,2006-10-21,76,19:00,2006-10-21
3126,2006-10-21,77,19:15,2006-10-21
3126,2006-10-21,78,19:30,2006-10-21
3126,2006-10-21,79,19:45,2006-10-21
3126,2006-10-21,80,20:00,2006-10-21
3126,2006-10-21,81,20:15,2006-10-21
3126,2006-10-21,82,20:30,2006-10-21
3126,2006-10-21,83,20:45,2006-10-21
3126,2006-10-21,84,21:00,2006-10-21
3126,2006-10-21,85,21:15,2006-10-21
3126,2006-10-21,86,21:30,2006-10-21
3126,2006-10-21,87,21:45,2006-10-21
3126,2006-10-21,88,22:00,2006-10-21
3126,2006-10-21,89,22:15,2006-10-21
3126,2006-10-21,90,22:30,2006-10-21
3126,2006-10-21,91,22:45,2006-10-21
3126,2006-10-21,92,23:00,2006-10-21
3126,2006-10-21,93,23:15,2006-10-21
3126,2006-10-21,94,23:30,2006-10-21
3126,2006-10-21,95,23:45,2006-10-21
3126,2006-10-22,0,00:00,2006-10-22
3126,2006-10-22,1,00:15,2006-10-22
3126,2006-10-22,2,00:30,2006-10-22
3126,2006-10-22,3,00:45,2006-10-22
3126,2006-10-22,4,01:00,2006-10-22
3126,2006-10-22,5,01:15,2006-10-22
3126,2006-10-22,6,01:30,2006-10-22
3126,2006-10-22,7,01:45,2006-10-22
3126,2006-10-22,8,02:00,2006-10-22
3126,2006-10-22,9,02:15,2006-10-22
3126,2006-10-22,10,02:30,2006-10-22
3126,2006-10-22,11,02:45,2006-10-22
3126,2006-10-22,12,03:00,2006-10-22
3126,2006-10-22,13,03:15,2006-10-22
3126,2006-10-22,14,03:30,2006-10-22
3126,2006-10-22,15,03:45,2006-10-22
3126,2006-10-22,16,04:00,2006-10-22
3126,2006-10-22,17,04:15,2006-10-22
3126,2006-10-22,18,04:30,2006-10-22
3126,2006-10-22,19,04:45,2006-10-22
3126,2006-10-22,20,05:00,2006-10-22
3126,2006-10-22,21,05:15,2006-10-22
3126,2006-10-22,22,05:30,2006-10-22
3126,2006-10-22,23,05:45,2006-10-22
3126,2006-10-22,24,06:00,2006-10-22
3126,2006-10-22,25,06:15,2006-10-22
3126,2006-10-22,26,06:30,2006-10-22
3126,2006-10-22,27,06:45,2006-10-22
3126,2006-10-22,28,07:00,2006-10-22
3126,2006-10-22,29,07:15,2006-10-22
3126,2006-10-22,30,07:30,2006-10-22
3126,2006-10-22,31,07:45,2006-10-22
3126,2006-10-22,32,08:00,2006-10-22
3126,2006-10-22,33,08:15,2006-10-22
3126,2006-10-22,34,08:30,2006-10-22
3126,2006-10-22,35,08:45,2006-10-22
3126,2006-10-22,36,09:00,2006-10-22
3126,2006-10-22,37,09:15,2006-10-22
3126,2006-10-22,38,09:30,2006-10-22
3126,2006-10-22,39,09:45,2006-10-22
3126,2006-10-22,40,10:00,2006-10-22
3126,2006-10-22,41,10:15,2006-10-22
3126,2006-10-22,42,10:30,2006-10-22
3126,2006-10-22,43,10:45,2006-10-22
3126,2006-10-22,44,11:00,2006-10-22
3126,2006-10-22,45,11:15,2006-10-22
3126,2006-10-22,46,11:30,2006-10-22
3126,2006-10-22,47,11:45,2006-10-22
3126,2006-10-22,48,12:00,2006-10-22
3126,2006-10-22,49,12:15,2006-10-22
3126,2006-10-22,50,12:30,2006-10-22
3126,2006-10-22,51,12:45,2006-10-22
3126,2006-10-22,52,13:00,2006-10-22
3126,2006-10-22,53,13:15,2006-10-22
3126,2006-10-22,54,13:30,2006-10-22
3126,2006-10-22,55,13:45,2006-10-22
3126,2006-10-22,56,14:00,2006-10-22
3126,2006-10-22,57,14:15,2006-10-22
3126,2006-10-22,58,14:30,2006-10-22
3126,2006-10-22,59,14:45,2006-10-22
3126,2006-10-22,60,15:00,2006-10-22
3126,2006-10-22,61,15:15,2006-10-22
3126,2006-10-22,62,15:30,2006-10-22
3126,2006-10-22,63,15:45,2006-10-22
3126,2006-10-22,64,16:00,2006-10-22
3126,2006-10-22,65,16:15,2006-10-22
3126,2006-10-22,66,16:30,2006-10-22
3126,2006-10-22,67,16:45,2006-10-22
3126,2006-10-22,68,17:00,2006-10-22
3126,2006-10-22,69,17:15,2006-10-22
3126,2006-10-22,70,17:30,2006-10-22
3126,2006-10-22,71,17:45,2006-10-22
3126,2006-10-22,72,18:00,2006-10-22
3126,2006-10-22,73,18:15,2006-10-22
3126,2006-10-22,74,18:30,2006-10-22
3126,2006-10-22,75,18:45,2006-10-22
3126,2006-10-22,76,19:00,2006-10-22
3126,2006-10-22,77,19:15,2006-10-22
3126,2006-10-22,78,19:30,2006-10-22
3126,2006-10-22,79,19:45,2006-10-22
3126,2006-10-22,80,20:00,2006-10-22
3126,2006-10-22,81,20:15,2006-10-22
3126,2006-10-22,82,20:30,2006-10-22
3126,2006-10-22,83,20:45,2006-10-22
3126,2006-10-22,84,21:00,2006-10-22
3126,2006-10-22,85,21:15,2006-10-22
3126,2006-10-22,86,21:30,2006-10-22
3126,2006-10-22,87,21:45,2006-10-22
3126,2006-10-22,88,22:00,2006-10-22
3126,2006-10-22,89,22:15,2006-10-22
3126,2006-10-22,90,22:30,2006-10-22
3126,2006-10-22,91,22:45,2006-10-22
3126,2006-10-22,92,23:00,2006-10-22
3126,2006-10-22,93,23:15,2006-10-22
3126,2006-10-22,94,23:30,2006-10-22
3126,2006-10-22,95,23:45,2006-10-22
3126,2006-10-23,0,00:00,2006-10-23
3126,2006-10-23,1,00:15,2006-10-23
3126,2006-10-23,2,00:30,2006-10-23
3126,2006-10-23,3,00:45,2006-10-23
3126,2006-10-23,4,01:00,2006-10-23
3126,2006-10-23,5,01:15,2006-10-23
3126,2006-10-23,6,01:30,2006-10-23
3126,2006-10-23,7,01:45,2006-10-23
3126,2006-10-23,8,02:00,2006-10-23
3126,2006-10-23,9,02:15,2006-10-23
3126,2006-10-23,10,02:30,2006-10-23
3126,2006-10-23,11,02:45,2006-10-23
3126,2006-10-23,12,03:00,2006-10-23
3126,2006-10-23,13,03:15,2006-10-23
3126,2006-10-23,14,03:30,2006-10-23
3126,2006-10-23,15,03:45,2006-10-23
3126,2006-10-23,16,04:00,2006-10-23
3126,2006-10-23,17,04:15,2006-10-23
3126,2006-10-23,18,04:30,2006-10-23
3126,2006-10-23,19,04:45,2006-10-23
3126,2006-10-23,20,05:00,2006-10-23
3126,2006-10-23,21,05:15,2006-10-23
3126,2006-10-23,22,05:30,2006-10-23
3126,2006-10-23,23,05:45,2006-10-23
3126,2006-10-23,24,06:00,2006-10-23
3126,2006-10-23,25,06:15,2006-10-23
3126,2006-10-23,26,06:30,2006-10-23
3126,2006-10-23,27,06:45,2006-10-23
3126,2006-10-23,28,07:00,2006-10-23
3126,2006-10-23,29,07:15,2006-10-23
3126,2006-10-23,30,07:30,2006-10-23
3126,2006-10-23,31,07:45,2006-10-23
3126,2006-10-23,32,08:00,2006-10-23
3126,2006-10-23,33,08:15,2006-10-23
3126,2006-10-23,34,08:30,2006-10-23
3126,2006-10-23,35,08:45,2006-10-23
3126,2006-10-23,36,09:00,2006-10-23
3126,2006-10-23,37,09:15,2006-10-23
3126,2006-10-23,38,09:30,2006-10-23
3126,2006-10-23,39,09:45,2006-10-23
3126,2006-10-23,40,10:00,2006-10-23
3126,2006-10-23,41,10:15,2006-10-23
3126,2006-10-23,42,10:30,2006-10-23
3126,2006-10-23,43,10:45,2006-10-23
3126,2006-10-23,44,11:00,2006-10-23
3126,2006-10-23,45,11:15,2006-10-23
3126,2006-10-23,46,11:30,2006-10-23
3126,2006-10-23,47,11:45,2006-10-23
3126,2006-10-23,48,12:00,2006-10-23
3126,2006-10-23,49,12:15,2006-10-23
3126,2006-10-23,50,12:30,2006-10-23
3126,2006-10-23,51,12:45,2006-10-23
3126,2006-10-23,52,13:00,2006-10-23
3126,2006-10-23,53,13:15,2006-10-23
3126,2006-10-23,54,13:30,2006-10-23
3126,2006-10-23,55,13:45,2006-10-23
3126,2006-10-23,56,14:00,2006-10-23
3126,2006-10-23,57,14:15,2006-10-23
3126,2006-10-23,58,14:30,2006-10-23
3126,2006-10-23,59,14:45,2006-10-23
3126,2006-10-23,60,15:00,2006-10-23
3126,2006-10-23,61,15:15,2006-10-23
3126,2006-10-23,62,15:30,2006-10-23
3126,2006-10-23,63,15:45,2006-10-23
3126,2006-10-23,64,16:00,2006-10-23
3126,2006-10-23,65,16:15,2006-10-23
3126,2006-10-23,66,16:30,2006-10-23
3126,2006-10-23,67,16:45,2006-10-23
3126,2006-10-23,68,17:00,2006-10-23
3126,2006-10-23,69,17:15,2006-10-23
3126,2006-10-23,70,17:30,2006-10-23
3126,2006-10-23,71,17:45,2006-10-23
3126,2006-10-23,72,18:00,2006-10-23
3126,2006-10-23,73,18:15,2006-10-23
3126,2006-10-23,74,18:30,2006-10-23
3126,2006-10-23,75,18:45,2006-10-23
3126,2006-10-23,76,19:00,2006-10-23
3126,2006-10-23,77,19:15,2006-10-23
3126,2006-10-23,78,19:30,2006-10-23
3126,2006-10-23,79,19:45,2006-10-23
3126,2006-10-23,80,20:00,2006-10-23
3126,2006-10-23,81,20:15,2006-10-23
3126,2006-10-23,82,20:30,2006-10-23
3126,2006-10-23,83,20:45,2006-10-23
3126,2006-10-23,84,21:00,2006-10-23
3126,2006-10-23,85,21:15,2006-10-23
3126,2006-10-23,86,21:30,2006-10-23
3126,2006-10-23,87,21:45,2006-10-23
3126,2006-10-23,88,22:00,2006-10-23
3126,2006-10-23,89,22:15,2006-10-23
3126,2006-10-23,90,22:30,2006-10-23
3126,2006-10-23,91,22:45,2006-10-23
3126,2006-10-23,92,23:00,2006-10-23
3126,2006-10-23,93,23:15,2006-10-23
3126,2006-10-23,94,23:30,2006-10-23
3126,2006-10-23,95,23:45,2006-10-23
3126,2006-10-24,0,00:00,2006-10-24
3126,2006-10-24,1,00:15,2006-10-24
3126,2006-10-24,2,00:30,2006-10-24
3126,2006-10-24,3,00:45,2006-10-24
3126,2006-10-24,4,01:00,2006-10-24
3126,2006-10-24,5,01:15,2006-10-24
3126,2006-10-24,6,01:30,2006-10-24
3126,2006-10-24,7,01:45,2006-10-24
3126,2006-10-24,8,02:00,2006-10-24
3126,2006-10-24,9,02:15,2006-10-24
3126,2006-10-24,10,02:30,2006-10-24
3126,2006-10-24,11,02:45,2006-10-24
3126,2006-10-24,12,03:00,2006-10-24
3126,2006-10-24,13,03:15,2006-10-24
3126,2006-10-24,14,03:30,2006-10-24
3126,2006-10-24,15,03:45,2006-10-24
3126,2006-10-24,16,04:00,2006-10-24
3126,2006-10-24,17,04:15,2006-10-24
3126,2006-10-24,18,04:30,2006-10-24
3126,2006-10-24,19,04:45,2006-10-24
3126,2006-10-24,20,05:00,2006-10-24
3126,2006-10-24,21,05:15,2006-10-24
3126,2006-10-24,22,05:30,2006-10-24
3126,2006-10-24,23,05:45,2006-10-24
3126,2006-10-24,24,06:00,2006-10-24
3126,2006-10-24,25,06:15,2006-10-24
3126,2006-10-24,26,06:30,2006-10-24
3126,2006-10-24,27,06:45,2006-10-24
3126,2006-10-24,28,07:00,2006-10-24
3126,2006-10-24,29,07:15,2006-10-24
3126,2006-10-24,30,07:30,2006-10-24
3126,2006-10-24,31,07:45,2006-10-24
3126,2006-10-24,32,08:00,2006-10-24
3126,2006-10-24,33,08:15,2006-10-24
3126,2006-10-24,34,08:30,2006-10-24
3126,2006-10-24,35,08:45,2006-10-24
3126,2006-10-24,36,09:00,2006-10-24
3126,2006-10-24,37,09:15,2006-10-24
3126,2006-10-24,38,09:30,2006-10-24
3126,2006-10-24,39,09:45,2006-10-24
3126,2006-10-24,40,10:00,2006-10-24
3126,2006-10-24,41,10:15,2006-10-24
3126,2006-10-24,42,10:30,2006-10-24
3126,2006-10-24,43,10:45,2006-10-24
3126,2006-10-24,44,11:00,2006-10-24
3126,2006-10-24,45,11:15,2006-10-24
3126,2006-10-24,46,11:30,2006-10-24
3126,2006-10-24,47,11:45,2006-10-24
3126,2006-10-24,48,12:00,2006-10-24
3126,2006-10-24,49,12:15,2006-10-24
3126,2006-10-24,50,12:30,2006-10-24
3126,2006-10-24,51,12:45,2006-10-24
3126,2006-10-24,52,13:00,2006-10-24
3126,2006-10-24,53,13:15,2006-10-24
3126,2006-10-24,54,13:30,2006-10-24
3126,2006-10-24,55,13:45,2006-10-24
3126,2006-10-24,56,14:00,2006-10-24
3126,2006-10-24,57,14:15,2006-10-24
3126,2006-10-24,58,14:30,2006-10-24
3126,2006-10-24,59,14:45,2006-10-24
3126,2006-10-24,60,15:00,2006-10-24
3126,2006-10-24,61,15:15,2006-10-24
3126,2006-10-24,62,15:30,2006-10-24
3126,2006-10-24,63,15:45,2006-10-24
3126,2006-10-24,64,16:00,2006-10-24
3126,2006-10-24,65,16:15,2006-10-24
3126,2006-10-24,66,16:30,2006-10-24
3126,2006-10-24,67,16:45,2006-10-24
3126,2006-10-24,68,17:00,2006-10-24
3126,2006-10-24,69,17:15,2006-10-24
3126,2006-10-24,70,17:30,2006-10-24
3126,2006-10-24,71,17:45,2006-10-24
3126,2006-10-24,72,18:00,2006-10-24
3126,2006-10-24,73,18:15,2006-10-24
3126,2006-10-24,74,18:30,2006-10-24
3126,2006-10-24,75,18:45,2006-10-24
3126,2006-10-24,76,19:00,2006-10-24
3126,2006-10-24,77,19:15,2006-10-24
3126,2006-10-24,78,19:30,2006-10-24
3126,2006-10-24,79,19:45,2006-10-24
3126,2006-10-24,80,20:00,2006-10-24
3126,2006-10-24,81,20:15,2006-10-24
3126,2006-10-24,82,20:30,2006-10-24
3126,2006-10-24,83,20:45,2006-10-24
3126,2006-10-24,84,21:00,2006-10-24
3126,2006-10-24,85,21:15,2006-10-24
3126,2006-10-24,86,21:30,2006-10-24
3126,2006-10-24,87,21:45,2006-10-24
3126,2006-10-24,88,22:00,2006-10-24
3126,2006-10-24,89,22:15,2006-10-24
3126,2006-10-24,90,22:30,2006-10-24
3126,2006-10-24,91,22:45,2006-10-24
3126,2006-10-24,92,23:00,2006-10-24
3126,2006-10-24,93,23:15,2006-10-24
3126,2006-10-24,94,23:30,2006-10-24
3126,2006-10-24,95,23:45,2006-10-24
3127,2006-10-01,24,06:00,2006-10-01
3127,2006-10-01,25,06:15,2006-10-01
3127,2006-10-01,26,06:30,2006-10-01
3127,2006-10-01,27,06:45,2006-10-01
3127,2006-10-01,28,07:00,2006-10-01
3127,2006-10-01,29,07:15,2006-10-01
3127,2006-10-01,30,07:30,2006-10-01
3127,2006-10-01,31,07:45,2006-10-01
3127,2006-10-01,32,08:00,2006-10-01
3127,2006-10-01,33,08:15,2006-10-01
3127,2006-10-01,34,08:30,2006-10-01
3127,2006-10-01,35,08:45,2006-10-01
3127,2006-10-01,36,09:00,2006-10-01
3127,2006-10-01,37,09:15,2006-10-01
3127,2006-10-01,38,09:30,2006-10-01
3127,2006-10-01,39,09:45,2006-10-01
3127,2006-10-01,40,10:00,2006-10-01
3127,2006-10-01,41,10:15,2006-10-01
3127,2006-10-01,42,10:30,2006-10-01
3127,2006-10-01,43,10:45,2006-10-01
3127,2006-10-01,44,11:00,2006-10-01
3127,2006-10-01,45,11:15,2006-10-01
3127,2006-10-01,46,11:30,2006-10-01
3127,2006-10-01,47,11:45,2006-10-01
3127,2006-10-01,48,12:00,2006-10-01
3127,2006-10-01,49,12:15,2006-10-01
3127,2006-10-01,50,12:30,2006-10-01
3127,2006-10-01,51,12:45,2006-10-01
3127,2006-10-01,52,13:00,2006-10-01
3127,2006-10-01,53,13:15,2006-10-01
3127,2006-10-01,54,13:30,2006-10-01
3127,2006-10-01,55,13:45,2006-10-01
3127,2006-10-01,56,14:00,2006-10-01
3127,2006-10-01,57,14:15,2006-10-01
3127,2006-10-01,58,14:30,2006-10-01
3127,2006-10-01,59,14:45,2006-10-01
3127,2006-10-01,60,15:00,2006-10-01
3127,2006-10-01,61,15:15,2006-10-01
3127,2006-10-01,62,15:30,2006-10-01
3127,2006-10-01,63,15:45,2006-10-01
3127,2006-10-01,64,16:00,2006-10-01
3127,2006-10-01,65,16:15,2006-10-01
3127,2006-10-01,66,16:30,2006-10-01
3127,2006-10-01,67,16:45,2006-10-01
3127,2006-10-01,68,17:00,2006-10-01
